Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[strain]	Characteristics[individual]	Characteristics[age]	Unit[time unit]	Term Source REF	Term Accession Number	Characteristics[developmental stage]	Characteristics[sex]	Characteristics[genotype]	Characteristics[organism part]	Characteristics[sample group]	Characteristics[injury]	Characteristics[disease]	Material Type	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Extract Name	Material Type	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Protocol REF	Performer	Protocol REF	Performer	Derived Array Data File	Factor Value[stimulus]	Factor Value[disease]	Factor Value[sample group]
CDL_0044	ERS18270144	SAMEA115289865	Mus musculus	C57BL/6J	CDL_0044	23	week	EFO	UO_0000034	adult	male	wild type genotype	liver	CCL4_R1	CCL4-induced liver injury	liver fibrosis	organism part	P-MTAB-140705	Medical University of Vienna	P-MTAB-140709	Medical University of Vienna	P-MTAB-140706	Medical University of Vienna	P-MTAB-140707	The Biomedical Sequencing Facility	CDL_0044	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-140708	The Biomedical Sequencing Facility	CDL_0044	sequencing assay	ERX12028558	220330_ST-J00104_0281_AHNJ3FBBXY_4_CDL_044_S110908_1.fastq.gz	220330_ST-J00104_0281_AHNJ3FBBXY_4_CDL_044_S110908_1.fastq.gz	ERR12654235	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/035/ERR12654235/ERR12654235.fastq.gz	P-MTAB-140711	The Biomedical Sequencing Facility	P-MTAB-140710	Medical University of Vienna	count_matrix_raw.csv	carbon tetrachloride	liver fibrosis	CCL4_R1
CDL_0045	ERS18270145	SAMEA115289866	Mus musculus	C57BL/6J	CDL_0045	23	week	EFO	UO_0000034	adult	male	wild type genotype	liver	CCL4_R1	CCL4-induced liver injury	liver fibrosis	organism part	P-MTAB-140705	Medical University of Vienna	P-MTAB-140709	Medical University of Vienna	P-MTAB-140706	Medical University of Vienna	P-MTAB-140707	The Biomedical Sequencing Facility	CDL_0045	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-140708	The Biomedical Sequencing Facility	CDL_0045	sequencing assay	ERX12028559	220330_ST-J00104_0281_AHNJ3FBBXY_3_CDL_045_S110911_1.fastq.gz	220330_ST-J00104_0281_AHNJ3FBBXY_3_CDL_045_S110911_1.fastq.gz	ERR12654236	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/036/ERR12654236/ERR12654236.fastq.gz	P-MTAB-140711	The Biomedical Sequencing Facility	P-MTAB-140710	Medical University of Vienna	count_matrix_raw.csv	carbon tetrachloride	liver fibrosis	CCL4_R1
CDL_0045	ERS18270145	SAMEA115289866	Mus musculus	C57BL/6J	CDL_0045	23	week	EFO	UO_0000034	adult	male	wild type genotype	liver	CCL4_R1	CCL4-induced liver injury	liver fibrosis	organism part	P-MTAB-140705	Medical University of Vienna	P-MTAB-140709	Medical University of Vienna	P-MTAB-140706	Medical University of Vienna	P-MTAB-140707	The Biomedical Sequencing Facility	CDL_0045	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-140708	The Biomedical Sequencing Facility	CDL_0045	sequencing assay	ERX12028559	220330_ST-J00104_0281_AHNJ3FBBXY_4_CDL_045_S110911_1.fastq.gz	220330_ST-J00104_0281_AHNJ3FBBXY_4_CDL_045_S110911_1.fastq.gz	ERR12654237	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/037/ERR12654237/ERR12654237.fastq.gz	P-MTAB-140711	The Biomedical Sequencing Facility	P-MTAB-140710	Medical University of Vienna	count_matrix_raw.csv	carbon tetrachloride	liver fibrosis	CCL4_R1
CDL_0046	ERS18270146	SAMEA115289867	Mus musculus	C57BL/6J	CDL_0046	23	week	EFO	UO_0000034	adult	male	wild type genotype	liver	CCL4_R1	CCL4-induced liver injury	liver fibrosis	organism part	P-MTAB-140705	Medical University of Vienna	P-MTAB-140709	Medical University of Vienna	P-MTAB-140706	Medical University of Vienna	P-MTAB-140707	The Biomedical Sequencing Facility	CDL_0046	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-140708	The Biomedical Sequencing Facility	CDL_0046	sequencing assay	ERX12028560	220330_ST-J00104_0281_AHNJ3FBBXY_4_CDL_046_S110910_1.fastq.gz	220330_ST-J00104_0281_AHNJ3FBBXY_4_CDL_046_S110910_1.fastq.gz	ERR12654238	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/038/ERR12654238/ERR12654238.fastq.gz	P-MTAB-140711	The Biomedical Sequencing Facility	P-MTAB-140710	Medical University of Vienna	count_matrix_raw.csv	carbon tetrachloride	liver fibrosis	CCL4_R1
CDL_0046	ERS18270146	SAMEA115289867	Mus musculus	C57BL/6J	CDL_0046	23	week	EFO	UO_0000034	adult	male	wild type genotype	liver	CCL4_R1	CCL4-induced liver injury	liver fibrosis	organism part	P-MTAB-140705	Medical University of Vienna	P-MTAB-140709	Medical University of Vienna	P-MTAB-140706	Medical University of Vienna	P-MTAB-140707	The Biomedical Sequencing Facility	CDL_0046	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-140708	The Biomedical Sequencing Facility	CDL_0046	sequencing assay	ERX12028560	220330_ST-J00104_0281_AHNJ3FBBXY_3_CDL_046_S110910_1.fastq.gz	220330_ST-J00104_0281_AHNJ3FBBXY_3_CDL_046_S110910_1.fastq.gz	ERR12654239	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/039/ERR12654239/ERR12654239.fastq.gz	P-MTAB-140711	The Biomedical Sequencing Facility	P-MTAB-140710	Medical University of Vienna	count_matrix_raw.csv	carbon tetrachloride	liver fibrosis	CCL4_R1
CDL_0048	ERS18270147	SAMEA115289868	Mus musculus	C57BL/6J	CDL_0048	23	week	EFO	UO_0000034	adult	male	wild type genotype	liver	CCL4_R1	CCL4-induced liver injury	liver fibrosis	organism part	P-MTAB-140705	Medical University of Vienna	P-MTAB-140709	Medical University of Vienna	P-MTAB-140706	Medical University of Vienna	P-MTAB-140707	The Biomedical Sequencing Facility	CDL_0048	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-140708	The Biomedical Sequencing Facility	CDL_0048	sequencing assay	ERX12028561	220330_ST-J00104_0281_AHNJ3FBBXY_3_CDL_048_S110913_1.fastq.gz	220330_ST-J00104_0281_AHNJ3FBBXY_3_CDL_048_S110913_1.fastq.gz	ERR12654240	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/040/ERR12654240/ERR12654240.fastq.gz	P-MTAB-140711	The Biomedical Sequencing Facility	P-MTAB-140710	Medical University of Vienna	count_matrix_raw.csv	carbon tetrachloride	liver fibrosis	CCL4_R1
CDL_0048	ERS18270147	SAMEA115289868	Mus musculus	C57BL/6J	CDL_0048	23	week	EFO	UO_0000034	adult	male	wild type genotype	liver	CCL4_R1	CCL4-induced liver injury	liver fibrosis	organism part	P-MTAB-140705	Medical University of Vienna	P-MTAB-140709	Medical University of Vienna	P-MTAB-140706	Medical University of Vienna	P-MTAB-140707	The Biomedical Sequencing Facility	CDL_0048	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-140708	The Biomedical Sequencing Facility	CDL_0048	sequencing assay	ERX12028561	220330_ST-J00104_0281_AHNJ3FBBXY_4_CDL_048_S110913_1.fastq.gz	220330_ST-J00104_0281_AHNJ3FBBXY_4_CDL_048_S110913_1.fastq.gz	ERR12654241	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/041/ERR12654241/ERR12654241.fastq.gz	P-MTAB-140711	The Biomedical Sequencing Facility	P-MTAB-140710	Medical University of Vienna	count_matrix_raw.csv	carbon tetrachloride	liver fibrosis	CCL4_R1
CDL_0049	ERS18270148	SAMEA115289869	Mus musculus	C57BL/6J	CDL_0049	23	week	EFO	UO_0000034	adult	male	wild type genotype	liver	CCL4_R1	CCL4-induced liver injury	liver fibrosis	organism part	P-MTAB-140705	Medical University of Vienna	P-MTAB-140709	Medical University of Vienna	P-MTAB-140706	Medical University of Vienna	P-MTAB-140707	The Biomedical Sequencing Facility	CDL_0049	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-140708	The Biomedical Sequencing Facility	CDL_0049	sequencing assay	ERX12028562	220330_ST-J00104_0281_AHNJ3FBBXY_3_CDL_049_S110912_1.fastq.gz	220330_ST-J00104_0281_AHNJ3FBBXY_3_CDL_049_S110912_1.fastq.gz	ERR12654242	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/042/ERR12654242/ERR12654242.fastq.gz	P-MTAB-140711	The Biomedical Sequencing Facility	P-MTAB-140710	Medical University of Vienna	count_matrix_raw.csv	carbon tetrachloride	liver fibrosis	CCL4_R1
CDL_0049	ERS18270148	SAMEA115289869	Mus musculus	C57BL/6J	CDL_0049	23	week	EFO	UO_0000034	adult	male	wild type genotype	liver	CCL4_R1	CCL4-induced liver injury	liver fibrosis	organism part	P-MTAB-140705	Medical University of Vienna	P-MTAB-140709	Medical University of Vienna	P-MTAB-140706	Medical University of Vienna	P-MTAB-140707	The Biomedical Sequencing Facility	CDL_0049	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-140708	The Biomedical Sequencing Facility	CDL_0049	sequencing assay	ERX12028562	220330_ST-J00104_0281_AHNJ3FBBXY_4_CDL_049_S110912_1.fastq.gz	220330_ST-J00104_0281_AHNJ3FBBXY_4_CDL_049_S110912_1.fastq.gz	ERR12654243	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/043/ERR12654243/ERR12654243.fastq.gz	P-MTAB-140711	The Biomedical Sequencing Facility	P-MTAB-140710	Medical University of Vienna	count_matrix_raw.csv	carbon tetrachloride	liver fibrosis	CCL4_R1
CDL_0050	ERS18270149	SAMEA115289870	Mus musculus	C57BL/6J	CDL_0050	23	week	EFO	UO_0000034	adult	male	wild type genotype	liver	CCL4_R1	CCL4-induced liver injury	liver fibrosis	organism part	P-MTAB-140705	Medical University of Vienna	P-MTAB-140709	Medical University of Vienna	P-MTAB-140706	Medical University of Vienna	P-MTAB-140707	The Biomedical Sequencing Facility	CDL_0050	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-140708	The Biomedical Sequencing Facility	CDL_0050	sequencing assay	ERX12028563	220330_ST-J00104_0281_AHNJ3FBBXY_4_CDL_050_S110915_1.fastq.gz	220330_ST-J00104_0281_AHNJ3FBBXY_4_CDL_050_S110915_1.fastq.gz	ERR12654244	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/044/ERR12654244/ERR12654244.fastq.gz	P-MTAB-140711	The Biomedical Sequencing Facility	P-MTAB-140710	Medical University of Vienna	count_matrix_raw.csv	carbon tetrachloride	liver fibrosis	CCL4_R1
CDL_0050	ERS18270149	SAMEA115289870	Mus musculus	C57BL/6J	CDL_0050	23	week	EFO	UO_0000034	adult	male	wild type genotype	liver	CCL4_R1	CCL4-induced liver injury	liver fibrosis	organism part	P-MTAB-140705	Medical University of Vienna	P-MTAB-140709	Medical University of Vienna	P-MTAB-140706	Medical University of Vienna	P-MTAB-140707	The Biomedical Sequencing Facility	CDL_0050	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-140708	The Biomedical Sequencing Facility	CDL_0050	sequencing assay	ERX12028563	220330_ST-J00104_0281_AHNJ3FBBXY_3_CDL_050_S110915_1.fastq.gz	220330_ST-J00104_0281_AHNJ3FBBXY_3_CDL_050_S110915_1.fastq.gz	ERR12654245	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/045/ERR12654245/ERR12654245.fastq.gz	P-MTAB-140711	The Biomedical Sequencing Facility	P-MTAB-140710	Medical University of Vienna	count_matrix_raw.csv	carbon tetrachloride	liver fibrosis	CCL4_R1
CDL_0052	ERS18270150	SAMEA115289871	Mus musculus	C57BL/6J	CDL_0052	24	week	EFO	UO_0000034	adult	male	wild type genotype	liver	CCL4_R2	CCL4-induced liver injury	liver fibrosis	organism part	P-MTAB-140705	Medical University of Vienna	P-MTAB-140709	Medical University of Vienna	P-MTAB-140706	Medical University of Vienna	P-MTAB-140707	The Biomedical Sequencing Facility	CDL_0052	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-140708	The Biomedical Sequencing Facility	CDL_0052	sequencing assay	ERX12028564	220330_ST-J00104_0281_AHNJ3FBBXY_3_CDL_052_2_S110914_1.fastq.gz	220330_ST-J00104_0281_AHNJ3FBBXY_3_CDL_052_2_S110914_1.fastq.gz	ERR12654246	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/046/ERR12654246/ERR12654246.fastq.gz	P-MTAB-140711	The Biomedical Sequencing Facility	P-MTAB-140710	Medical University of Vienna	count_matrix_raw.csv	carbon tetrachloride	liver fibrosis	CCL4_R2
CDL_0052	ERS18270150	SAMEA115289871	Mus musculus	C57BL/6J	CDL_0052	24	week	EFO	UO_0000034	adult	male	wild type genotype	liver	CCL4_R2	CCL4-induced liver injury	liver fibrosis	organism part	P-MTAB-140705	Medical University of Vienna	P-MTAB-140709	Medical University of Vienna	P-MTAB-140706	Medical University of Vienna	P-MTAB-140707	The Biomedical Sequencing Facility	CDL_0052	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-140708	The Biomedical Sequencing Facility	CDL_0052	sequencing assay	ERX12028564	220330_ST-J00104_0281_AHNJ3FBBXY_4_CDL_052_2_S110914_1.fastq.gz	220330_ST-J00104_0281_AHNJ3FBBXY_4_CDL_052_2_S110914_1.fastq.gz	ERR12654247	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/047/ERR12654247/ERR12654247.fastq.gz	P-MTAB-140711	The Biomedical Sequencing Facility	P-MTAB-140710	Medical University of Vienna	count_matrix_raw.csv	carbon tetrachloride	liver fibrosis	CCL4_R2
CDL_0054	ERS18270151	SAMEA115289872	Mus musculus	C57BL/6J	CDL_0054	24	week	EFO	UO_0000034	adult	male	wild type genotype	liver	CCL4_R2	CCL4-induced liver injury	liver fibrosis	organism part	P-MTAB-140705	Medical University of Vienna	P-MTAB-140709	Medical University of Vienna	P-MTAB-140706	Medical University of Vienna	P-MTAB-140707	The Biomedical Sequencing Facility	CDL_0054	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-140708	The Biomedical Sequencing Facility	CDL_0054	sequencing assay	ERX12028565	220330_ST-J00104_0281_AHNJ3FBBXY_3_CDL_054_3_S110917_1.fastq.gz	220330_ST-J00104_0281_AHNJ3FBBXY_3_CDL_054_3_S110917_1.fastq.gz	ERR12654248	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/048/ERR12654248/ERR12654248.fastq.gz	P-MTAB-140711	The Biomedical Sequencing Facility	P-MTAB-140710	Medical University of Vienna	count_matrix_raw.csv	carbon tetrachloride	liver fibrosis	CCL4_R2
CDL_0054	ERS18270151	SAMEA115289872	Mus musculus	C57BL/6J	CDL_0054	24	week	EFO	UO_0000034	adult	male	wild type genotype	liver	CCL4_R2	CCL4-induced liver injury	liver fibrosis	organism part	P-MTAB-140705	Medical University of Vienna	P-MTAB-140709	Medical University of Vienna	P-MTAB-140706	Medical University of Vienna	P-MTAB-140707	The Biomedical Sequencing Facility	CDL_0054	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-140708	The Biomedical Sequencing Facility	CDL_0054	sequencing assay	ERX12028565	220330_ST-J00104_0281_AHNJ3FBBXY_4_CDL_054_3_S110917_1.fastq.gz	220330_ST-J00104_0281_AHNJ3FBBXY_4_CDL_054_3_S110917_1.fastq.gz	ERR12654249	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/049/ERR12654249/ERR12654249.fastq.gz	P-MTAB-140711	The Biomedical Sequencing Facility	P-MTAB-140710	Medical University of Vienna	count_matrix_raw.csv	carbon tetrachloride	liver fibrosis	CCL4_R2
CDL_0055	ERS18270152	SAMEA115289873	Mus musculus	C57BL/6J	CDL_0055	24	week	EFO	UO_0000034	adult	male	wild type genotype	liver	CCL4_R2	CCL4-induced liver injury	liver fibrosis	organism part	P-MTAB-140705	Medical University of Vienna	P-MTAB-140709	Medical University of Vienna	P-MTAB-140706	Medical University of Vienna	P-MTAB-140707	The Biomedical Sequencing Facility	CDL_0055	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-140708	The Biomedical Sequencing Facility	CDL_0055	sequencing assay	ERX12028566	220330_ST-J00104_0281_AHNJ3FBBXY_3_CDL_055_S110916_1.fastq.gz	220330_ST-J00104_0281_AHNJ3FBBXY_3_CDL_055_S110916_1.fastq.gz	ERR12654250	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/050/ERR12654250/ERR12654250.fastq.gz	P-MTAB-140711	The Biomedical Sequencing Facility	P-MTAB-140710	Medical University of Vienna	count_matrix_raw.csv	carbon tetrachloride	liver fibrosis	CCL4_R2
CDL_0055	ERS18270152	SAMEA115289873	Mus musculus	C57BL/6J	CDL_0055	24	week	EFO	UO_0000034	adult	male	wild type genotype	liver	CCL4_R2	CCL4-induced liver injury	liver fibrosis	organism part	P-MTAB-140705	Medical University of Vienna	P-MTAB-140709	Medical University of Vienna	P-MTAB-140706	Medical University of Vienna	P-MTAB-140707	The Biomedical Sequencing Facility	CDL_0055	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-140708	The Biomedical Sequencing Facility	CDL_0055	sequencing assay	ERX12028566	220330_ST-J00104_0281_AHNJ3FBBXY_4_CDL_055_S110916_1.fastq.gz	220330_ST-J00104_0281_AHNJ3FBBXY_4_CDL_055_S110916_1.fastq.gz	ERR12654251	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/051/ERR12654251/ERR12654251.fastq.gz	P-MTAB-140711	The Biomedical Sequencing Facility	P-MTAB-140710	Medical University of Vienna	count_matrix_raw.csv	carbon tetrachloride	liver fibrosis	CCL4_R2
CDL_0056	ERS18270153	SAMEA115289874	Mus musculus	C57BL/6J	CDL_0056	24	week	EFO	UO_0000034	adult	male	wild type genotype	liver	CCL4_R2	CCL4-induced liver injury	liver fibrosis	organism part	P-MTAB-140705	Medical University of Vienna	P-MTAB-140709	Medical University of Vienna	P-MTAB-140706	Medical University of Vienna	P-MTAB-140707	The Biomedical Sequencing Facility	CDL_0056	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-140708	The Biomedical Sequencing Facility	CDL_0056	sequencing assay	ERX12028567	220330_ST-J00104_0281_AHNJ3FBBXY_4_CDL_056_2_S110919_1.fastq.gz	220330_ST-J00104_0281_AHNJ3FBBXY_4_CDL_056_2_S110919_1.fastq.gz	ERR12654252	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/052/ERR12654252/ERR12654252.fastq.gz	P-MTAB-140711	The Biomedical Sequencing Facility	P-MTAB-140710	Medical University of Vienna	count_matrix_raw.csv	carbon tetrachloride	liver fibrosis	CCL4_R2
CDL_0056	ERS18270153	SAMEA115289874	Mus musculus	C57BL/6J	CDL_0056	24	week	EFO	UO_0000034	adult	male	wild type genotype	liver	CCL4_R2	CCL4-induced liver injury	liver fibrosis	organism part	P-MTAB-140705	Medical University of Vienna	P-MTAB-140709	Medical University of Vienna	P-MTAB-140706	Medical University of Vienna	P-MTAB-140707	The Biomedical Sequencing Facility	CDL_0056	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-140708	The Biomedical Sequencing Facility	CDL_0056	sequencing assay	ERX12028567	220330_ST-J00104_0281_AHNJ3FBBXY_3_CDL_056_2_S110919_1.fastq.gz	220330_ST-J00104_0281_AHNJ3FBBXY_3_CDL_056_2_S110919_1.fastq.gz	ERR12654253	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/053/ERR12654253/ERR12654253.fastq.gz	P-MTAB-140711	The Biomedical Sequencing Facility	P-MTAB-140710	Medical University of Vienna	count_matrix_raw.csv	carbon tetrachloride	liver fibrosis	CCL4_R2
CDL_0057	ERS18270154	SAMEA115289875	Mus musculus	C57BL/6J	CDL_0057	24	week	EFO	UO_0000034	adult	male	wild type genotype	liver	CCL4_R2	CCL4-induced liver injury	liver fibrosis	organism part	P-MTAB-140705	Medical University of Vienna	P-MTAB-140709	Medical University of Vienna	P-MTAB-140706	Medical University of Vienna	P-MTAB-140707	The Biomedical Sequencing Facility	CDL_0057	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-140708	The Biomedical Sequencing Facility	CDL_0057	sequencing assay	ERX12028568	220330_ST-J00104_0281_AHNJ3FBBXY_3_CDL_057_S110918_1.fastq.gz	220330_ST-J00104_0281_AHNJ3FBBXY_3_CDL_057_S110918_1.fastq.gz	ERR12654254	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/054/ERR12654254/ERR12654254.fastq.gz	P-MTAB-140711	The Biomedical Sequencing Facility	P-MTAB-140710	Medical University of Vienna	count_matrix_raw.csv	carbon tetrachloride	liver fibrosis	CCL4_R2
CDL_0057	ERS18270154	SAMEA115289875	Mus musculus	C57BL/6J	CDL_0057	24	week	EFO	UO_0000034	adult	male	wild type genotype	liver	CCL4_R2	CCL4-induced liver injury	liver fibrosis	organism part	P-MTAB-140705	Medical University of Vienna	P-MTAB-140709	Medical University of Vienna	P-MTAB-140706	Medical University of Vienna	P-MTAB-140707	The Biomedical Sequencing Facility	CDL_0057	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-140708	The Biomedical Sequencing Facility	CDL_0057	sequencing assay	ERX12028568	220330_ST-J00104_0281_AHNJ3FBBXY_4_CDL_057_S110918_1.fastq.gz	220330_ST-J00104_0281_AHNJ3FBBXY_4_CDL_057_S110918_1.fastq.gz	ERR12654255	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/055/ERR12654255/ERR12654255.fastq.gz	P-MTAB-140711	The Biomedical Sequencing Facility	P-MTAB-140710	Medical University of Vienna	count_matrix_raw.csv	carbon tetrachloride	liver fibrosis	CCL4_R2
CDL_0058	ERS18270155	SAMEA115289876	Mus musculus	C57BL/6J	CDL_0058	24	week	EFO	UO_0000034	adult	male	wild type genotype	liver	CCL4_R2	CCL4-induced liver injury	liver fibrosis	organism part	P-MTAB-140705	Medical University of Vienna	P-MTAB-140709	Medical University of Vienna	P-MTAB-140706	Medical University of Vienna	P-MTAB-140707	The Biomedical Sequencing Facility	CDL_0058	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-140708	The Biomedical Sequencing Facility	CDL_0058	sequencing assay	ERX12028569	220330_ST-J00104_0281_AHNJ3FBBXY_3_CDL_058_S110920_1.fastq.gz	220330_ST-J00104_0281_AHNJ3FBBXY_3_CDL_058_S110920_1.fastq.gz	ERR12654256	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/056/ERR12654256/ERR12654256.fastq.gz	P-MTAB-140711	The Biomedical Sequencing Facility	P-MTAB-140710	Medical University of Vienna	count_matrix_raw.csv	carbon tetrachloride	liver fibrosis	CCL4_R2
CDL_0058	ERS18270155	SAMEA115289876	Mus musculus	C57BL/6J	CDL_0058	24	week	EFO	UO_0000034	adult	male	wild type genotype	liver	CCL4_R2	CCL4-induced liver injury	liver fibrosis	organism part	P-MTAB-140705	Medical University of Vienna	P-MTAB-140709	Medical University of Vienna	P-MTAB-140706	Medical University of Vienna	P-MTAB-140707	The Biomedical Sequencing Facility	CDL_0058	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-140708	The Biomedical Sequencing Facility	CDL_0058	sequencing assay	ERX12028569	220330_ST-J00104_0281_AHNJ3FBBXY_4_CDL_058_S110920_1.fastq.gz	220330_ST-J00104_0281_AHNJ3FBBXY_4_CDL_058_S110920_1.fastq.gz	ERR12654257	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/057/ERR12654257/ERR12654257.fastq.gz	P-MTAB-140711	The Biomedical Sequencing Facility	P-MTAB-140710	Medical University of Vienna	count_matrix_raw.csv	carbon tetrachloride	liver fibrosis	CCL4_R2
CDL_0084	ERS18270156	SAMEA115289877	Mus musculus	C57BL/6J	CDL_0084	22	week	EFO	UO_0000034	adult	male	wild type genotype	liver	TAA_HC	control (saline)	normal	organism part	P-MTAB-140705	Medical University of Vienna	P-MTAB-140709	Medical University of Vienna	P-MTAB-140706	Medical University of Vienna	P-MTAB-140707	The Biomedical Sequencing Facility	CDL_0084	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-140708	The Biomedical Sequencing Facility	CDL_0084	sequencing assay	ERX12028570	220720_ST-J00104_0293_AHNY7WBBXY_5_CDL_0084_S121426_1.fastq.gz	220720_ST-J00104_0293_AHNY7WBBXY_5_CDL_0084_S121426_1.fastq.gz	ERR12654258	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/058/ERR12654258/ERR12654258.fastq.gz	P-MTAB-140711	The Biomedical Sequencing Facility	P-MTAB-140710	Medical University of Vienna	count_matrix_raw.csv	control (saline)	normal	TAA_HC
CDL_0084	ERS18270156	SAMEA115289877	Mus musculus	C57BL/6J	CDL_0084	22	week	EFO	UO_0000034	adult	male	wild type genotype	liver	TAA_HC	control (saline)	normal	organism part	P-MTAB-140705	Medical University of Vienna	P-MTAB-140709	Medical University of Vienna	P-MTAB-140706	Medical University of Vienna	P-MTAB-140707	The Biomedical Sequencing Facility	CDL_0084	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-140708	The Biomedical Sequencing Facility	CDL_0084	sequencing assay	ERX12028570	220720_ST-J00104_0293_AHNY7WBBXY_6_CDL_0084_S121426_1.fastq.gz	220720_ST-J00104_0293_AHNY7WBBXY_6_CDL_0084_S121426_1.fastq.gz	ERR12654259	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/059/ERR12654259/ERR12654259.fastq.gz	P-MTAB-140711	The Biomedical Sequencing Facility	P-MTAB-140710	Medical University of Vienna	count_matrix_raw.csv	control (saline)	normal	TAA_HC
