"Length"	"GC"
"MGP_C57BL6NJ_G0003942"	1835	0.410899182561308
"MGP_C57BL6NJ_G0003943"	499	0.382765531062124
"MGP_C57BL6NJ_G0003944"	1608	0.554726368159204
"MGP_C57BL6NJ_G0003945"	787	0.468869123252859
"MGP_C57BL6NJ_G0003946"	4092	0.434017595307918
"MGP_C57BL6NJ_G0003947"	575	0.459130434782609
"MGP_C57BL6NJ_G0003948"	3871	0.428054766210282
"MGP_C57BL6NJ_G0003949"	2970	0.572390572390572
"MGP_C57BL6NJ_G0003950"	2715	0.52744014732965
"MGP_C57BL6NJ_G0003951"	352	0.536931818181818
"MGP_C57BL6NJ_G0003952"	8065	0.351270923744575
"MGP_C57BL6NJ_G0003953"	1668	0.446043165467626
"MGP_C57BL6NJ_G0003954"	1150	0.461739130434783
"MGP_C57BL6NJ_G0003955"	1786	0.48040313549832
"MGP_C57BL6NJ_G0003956"	818	0.410757946210269
"MGP_C57BL6NJ_G0003957"	697	0.54232424677188
"MGP_C57BL6NJ_G0003958"	2482	0.463738920225625
"MGP_C57BL6NJ_G0003959"	1564	0.404092071611253
"MGP_C57BL6NJ_G0003960"	2418	0.476840363937138
"MGP_C57BL6NJ_G0003961"	1159	0.406384814495255
"MGP_C57BL6NJ_G0003962"	674	0.454005934718101
"MGP_C57BL6NJ_G0003963"	630	0.484126984126984
"MGP_C57BL6NJ_G0003964"	514	0.441634241245136
"MGP_C57BL6NJ_G0003965"	1623	0.44547134935305
"MGP_C57BL6NJ_G0003966"	1083	0.414589104339797
"MGP_C57BL6NJ_G0003967"	3230	0.473684210526316
"MGP_C57BL6NJ_G0003968"	570	0.540350877192982
"MGP_C57BL6NJ_G0003969"	745	0.539597315436242
"MGP_C57BL6NJ_G0003970"	1853	0.526173772261198
"MGP_C57BL6NJ_G0003971"	639	0.466353677621283
"MGP_C57BL6NJ_G0003972"	319	0.435736677115987
"MGP_C57BL6NJ_G0003973"	958	0.460334029227557
"MGP_C57BL6NJ_G0003974"	1254	0.448165869218501
"MGP_C57BL6NJ_G0003975"	1006	0.45427435387674
"MGP_C57BL6NJ_G0003976"	2293	0.409507195813345
"MGP_C57BL6NJ_G0003977"	661	0.437216338880484
"MGP_C57BL6NJ_G0003978"	2125	0.456470588235294
"MGP_C57BL6NJ_G0003979"	8927	0.407303685448639
"MGP_C57BL6NJ_G0003980"	1135	0.437885462555066
"MGP_C57BL6NJ_G0003981"	653	0.427258805513017
"MGP_C57BL6NJ_G0003982"	984	0.46849593495935
"MGP_C57BL6NJ_G0003983"	685	0.468613138686131
"MGP_C57BL6NJ_G0003984"	629	0.414944356120827
"MGP_C57BL6NJ_G0003985"	432	0.486111111111111
"MGP_C57BL6NJ_G0003986"	556	0.433453237410072
"MGP_C57BL6NJ_G0003987"	1012	0.428853754940711
"MGP_C57BL6NJ_G0003988"	459	0.455337690631808
"MGP_C57BL6NJ_G0003989"	1013	0.406712734452122
"MGP_C57BL6NJ_G0003990"	2219	0.42000901306895
"MGP_C57BL6NJ_G0003991"	745	0.465771812080537
"MGP_C57BL6NJ_G0003992"	358	0.522346368715084
"MGP_C57BL6NJ_G0003993"	2183	0.464498396701787
"MGP_C57BL6NJ_G0003994"	547	0.513711151736746
"MGP_C57BL6NJ_G0003995"	3214	0.430616054760423
"MGP_C57BL6NJ_G0003996"	1060	0.429245283018868
"MGP_C57BL6NJ_G0003997"	708	0.546610169491525
"MGP_C57BL6NJ_G0003998"	697	0.502152080344333
"MGP_C57BL6NJ_G0003999"	660	0.478787878787879
"MGP_C57BL6NJ_G0004001"	445	0.503370786516854
"MGP_C57BL6NJ_G0004002"	3049	0.494588389635946
"MGP_C57BL6NJ_G0004003"	1082	0.508317929759704
"MGP_C57BL6NJ_G0004004"	1143	0.412948381452318
"MGP_C57BL6NJ_G0004005"	579	0.647668393782383
"MGP_C57BL6NJ_G0004006"	928	0.502155172413793
"MGP_C57BL6NJ_G0004007"	3056	0.49967277486911
"MGP_C57BL6NJ_G0004008"	441	0.546485260770975
"MGP_C57BL6NJ_G0004009"	636	0.520440251572327
"MGP_C57BL6NJ_G0004010"	3720	0.493279569892473
"MGP_C57BL6NJ_G0004011"	415	0.416867469879518
"MGP_C57BL6NJ_G0004012"	1222	0.524549918166939
"MGP_C57BL6NJ_G0004013"	371	0.498652291105121
"MGP_C57BL6NJ_G0004014"	626	0.466453674121406
"MGP_C57BL6NJ_G0004015"	447	0.434004474272931
"MGP_C57BL6NJ_G0004016"	1060	0.471698113207547
"MGP_C57BL6NJ_G0004017"	1759	0.487777146105742
"MGP_C57BL6NJ_G0004018"	647	0.517774343122102
"MGP_C57BL6NJ_G0004019"	620	0.42258064516129
"MGP_C57BL6NJ_G0004020"	724	0.354972375690608
"MGP_C57BL6NJ_G0004021"	431	0.533642691415313
"MGP_C57BL6NJ_G0004022"	1104	0.490942028985507
"MGP_C57BL6NJ_G0004023"	306	0.42483660130719
"MGP_C57BL6NJ_G0004024"	572	0.365384615384615
"MGP_C57BL6NJ_G0004025"	1271	0.423288749016522
"MGP_C57BL6NJ_G0004026"	595	0.472268907563025
"MGP_C57BL6NJ_G0004027"	1461	0.453114305270363
"MGP_C57BL6NJ_G0004028"	628	0.487261146496815
"MGP_C57BL6NJ_G0004029"	637	0.444270015698587
"MGP_C57BL6NJ_G0004030"	365	0.446575342465753
"MGP_C57BL6NJ_G0004031"	748	0.422459893048128
"MGP_C57BL6NJ_G0004032"	4117	0.523682292931746
"MGP_C57BL6NJ_G0004033"	1121	0.508474576271186
"MGP_C57BL6NJ_G0004034"	2251	0.459351399378054
"MGP_C57BL6NJ_G0004035"	872	0.438073394495413
"MGP_C57BL6NJ_G0004036"	1081	0.462534690101758
"MGP_C57BL6NJ_G0004037"	608	0.475328947368421
"MGP_C57BL6NJ_G0004038"	1912	0.442468619246862
"MGP_C57BL6NJ_G0004039"	3655	0.429001367989056
"MGP_C57BL6NJ_G0004040"	1872	0.47008547008547
"MGP_C57BL6NJ_G0004041"	519	0.520231213872832
"MGP_C57BL6NJ_G0004042"	644	0.506211180124224
"MGP_C57BL6NJ_G0004043"	1813	0.506343077771649
"MGP_C57BL6NJ_G0004044"	344	0.520348837209302
"MGP_C57BL6NJ_G0004045"	3221	0.533064265755976
"MGP_C57BL6NJ_G0004046"	695	0.526618705035971
"MGP_C57BL6NJ_G0004047"	903	0.477297895902547
"MGP_C57BL6NJ_G0004048"	858	0.504662004662005
"MGP_C57BL6NJ_G0004049"	848	0.5625
"MGP_C57BL6NJ_G0004050"	1088	0.509191176470588
"MGP_C57BL6NJ_G0004051"	2003	0.484772840738892
"MGP_C57BL6NJ_G0004052"	260	0.561538461538462
"MGP_C57BL6NJ_G0004053"	751	0.382157123834887
"MGP_C57BL6NJ_G0004054"	636	0.509433962264151
"MGP_C57BL6NJ_G0004055"	575	0.575652173913043
"MGP_C57BL6NJ_G0004056"	891	0.525252525252525
"MGP_C57BL6NJ_G0004057"	289	0.55363321799308
"MGP_C57BL6NJ_G0004058"	338	0.50887573964497
"MGP_C57BL6NJ_G0004059"	502	0.48605577689243
"MGP_C57BL6NJ_G0004060"	442	0.556561085972851
"MGP_C57BL6NJ_G0004061"	536	0.486940298507463
"MGP_C57BL6NJ_G0004062"	457	0.433260393873085
"MGP_C57BL6NJ_G0004063"	417	0.52757793764988
"MGP_C57BL6NJ_G0004064"	373	0.53083109919571
"MGP_C57BL6NJ_G0004065"	2291	0.491051942383239
"MGP_C57BL6NJ_G0004066"	562	0.469750889679715
"MGP_C57BL6NJ_G0004067"	1124	0.451067615658363
"MGP_C57BL6NJ_G0004068"	677	0.466765140324963
"MGP_C57BL6NJ_G0004069"	658	0.714285714285714
"MGP_C57BL6NJ_G0004070"	424	0.641509433962264
"MGP_C57BL6NJ_G0004071"	519	0.610789980732177
"MGP_C57BL6NJ_G0004072"	676	0.501479289940828
"MGP_C57BL6NJ_G0004073"	620	0.511290322580645
"MGP_C57BL6NJ_G0004074"	519	0.545279383429672
"MGP_C57BL6NJ_G0004075"	648	0.513888888888889
"MGP_C57BL6NJ_G0004076"	518	0.503861003861004
"MGP_C57BL6NJ_G0004077"	487	0.492813141683778
"MGP_C57BL6NJ_G0004078"	405	0.535802469135802
"MGP_C57BL6NJ_G0004079"	1145	0.57292576419214
"MGP_C57BL6NJ_G0004080"	581	0.562822719449225
"MGP_C57BL6NJ_G0004081"	415	0.469879518072289
"MGP_C57BL6NJ_G0004082"	622	0.527331189710611
"MGP_C57BL6NJ_G0004083"	485	0.57319587628866
"MGP_C57BL6NJ_G0004084"	665	0.515789473684211
"MGP_C57BL6NJ_G0004085"	1169	0.547476475620188
"MGP_C57BL6NJ_G0004086"	904	0.52212389380531
"MGP_C57BL6NJ_G0004087"	412	0.526699029126214
"MGP_C57BL6NJ_G0004088"	273	0.549450549450549
"MGP_C57BL6NJ_G0004089"	507	0.467455621301775
"MGP_C57BL6NJ_G0004090"	416	0.427884615384615
"MGP_C57BL6NJ_G0004091"	828	0.531400966183575
"MGP_C57BL6NJ_G0004092"	471	0.511677282377919
"MGP_C57BL6NJ_G0004093"	863	0.493626882966396
"MGP_C57BL6NJ_G0004094"	737	0.492537313432836
"MGP_C57BL6NJ_G0004095"	2105	0.595724465558195
"MGP_C57BL6NJ_G0004096"	2324	0.506884681583477
"MGP_C57BL6NJ_G0004097"	241	0.556016597510373
"MGP_C57BL6NJ_G0004098"	594	0.456228956228956
"MGP_C57BL6NJ_G0004099"	924	0.556277056277056
"MGP_C57BL6NJ_G0004100"	2116	0.543005671077505
"MGP_C57BL6NJ_G0004101"	1966	0.482197355035605
"MGP_C57BL6NJ_G0004102"	1679	0.516378796902918
"MGP_C57BL6NJ_G0004103"	944	0.563559322033898
"MGP_C57BL6NJ_G0004104"	322	0.475155279503106
"MGP_C57BL6NJ_G0004105"	945	0.532275132275132
"MGP_C57BL6NJ_G0004106"	997	0.485456369107322
"MGP_C57BL6NJ_G0004107"	630	0.503174603174603
"MGP_C57BL6NJ_G0004108"	3552	0.534628378378378
"MGP_C57BL6NJ_G0004109"	562	0.50355871886121
"MGP_C57BL6NJ_G0004110"	767	0.428943937418514
"MGP_C57BL6NJ_G0004111"	326	0.432515337423313
"MGP_C57BL6NJ_G0004112"	820	0.55
"MGP_C57BL6NJ_G0004113"	815	0.576687116564417
"MGP_C57BL6NJ_G0004114"	494	0.455465587044534
"MGP_C57BL6NJ_G0004115"	236	0.491525423728814
"MGP_C57BL6NJ_G0004116"	562	0.565836298932384
"MGP_C57BL6NJ_G0004117"	5876	0.527569775357386
"MGP_C57BL6NJ_G0004118"	756	0.513227513227513
"MGP_C57BL6NJ_G0004119"	317	0.545741324921136
"MGP_C57BL6NJ_G0004120"	2903	0.486048914915605
"MGP_C57BL6NJ_G0004121"	738	0.543360433604336
"MGP_C57BL6NJ_G0004122"	884	0.574660633484163
"MGP_C57BL6NJ_G0004123"	873	0.459335624284078
"MGP_C57BL6NJ_G0004124"	768	0.555989583333333
"MGP_C57BL6NJ_G0004125"	469	0.507462686567164
"MGP_C57BL6NJ_G0004126"	593	0.48566610455312
"MGP_C57BL6NJ_G0004127"	1084	0.483394833948339
"MGP_C57BL6NJ_G0004128"	318	0.518867924528302
"MGP_C57BL6NJ_G0004129"	1371	0.512764405543399
"MGP_C57BL6NJ_G0004130"	2192	0.570711678832117
"MGP_C57BL6NJ_G0004131"	736	0.535326086956522
"MGP_C57BL6NJ_G0004132"	1032	0.544573643410853
"MGP_C57BL6NJ_G0004133"	3542	0.528232636928289
"MGP_C57BL6NJ_G0004134"	1297	0.552043176561295
"MGP_C57BL6NJ_G0004135"	3114	0.582209377007065
"MGP_C57BL6NJ_G0004136"	657	0.54337899543379
"MGP_C57BL6NJ_G0004137"	2183	0.514429683921209
"MGP_C57BL6NJ_G0004138"	1549	0.525500322788896
"MGP_C57BL6NJ_G0004139"	687	0.582241630276565
"MGP_C57BL6NJ_G0004140"	1324	0.534743202416918
"MGP_C57BL6NJ_G0004141"	1232	0.504058441558442
"MGP_C57BL6NJ_G0004142"	1448	0.413674033149171
"MGP_C57BL6NJ_G0004143"	1263	0.368171021377672
"MGP_C57BL6NJ_G0004144"	734	0.429155313351499
"MGP_C57BL6NJ_G0004145"	1946	0.441932168550874
"MGP_C57BL6NJ_G0004146"	2128	0.402255639097744
"MGP_C57BL6NJ_G0004147"	1334	0.509745127436282
"MGP_C57BL6NJ_G0004148"	461	0.429501084598698
"MGP_C57BL6NJ_G0004149"	728	0.43543956043956
"MGP_C57BL6NJ_G0004150"	1258	0.436406995230525
"MGP_C57BL6NJ_G0004151"	3343	0.363446006580915
"MGP_C57BL6NJ_G0004152"	2156	0.449907235621521
"MGP_C57BL6NJ_G0004153"	5405	0.479740980573543
"MGP_C57BL6NJ_G0004154"	1796	0.402004454342984
"MGP_C57BL6NJ_G0004155"	892	0.417040358744395
"MGP_C57BL6NJ_G0004156"	578	0.455017301038062
"MGP_C57BL6NJ_G0004157"	271	0.494464944649447
"MGP_C57BL6NJ_G0004158"	3759	0.550944400106411
"MGP_C57BL6NJ_G0004159"	5831	0.46269936546047
"MGP_C57BL6NJ_G0004160"	1432	0.459497206703911
"MGP_C57BL6NJ_G0004161"	991	0.472250252270434
"MGP_C57BL6NJ_G0004162"	427	0.522248243559719
"MGP_C57BL6NJ_G0004163"	3665	0.475306957708049
"MGP_C57BL6NJ_G0004164"	3011	0.45599468615078
"MGP_C57BL6NJ_G0004165"	235	0.425531914893617
"MGP_C57BL6NJ_G0004166"	961	0.571279916753382
"MGP_C57BL6NJ_G0004167"	1626	0.486469864698647
"MGP_C57BL6NJ_G0004168"	2683	0.419679463287365
"MGP_C57BL6NJ_G0004169"	250	0.544
"MGP_C57BL6NJ_G0004170"	1537	0.41249186727391
"MGP_C57BL6NJ_G0004171"	353	0.535410764872521
"MGP_C57BL6NJ_G0004172"	1075	0.453023255813953
"MGP_C57BL6NJ_G0004173"	514	0.544747081712062
"MGP_C57BL6NJ_G0004174"	2022	0.510880316518299
"MGP_C57BL6NJ_G0004175"	785	0.485350318471338
"MGP_C57BL6NJ_G0004176"	1023	0.489736070381232
"MGP_C57BL6NJ_G0004177"	468	0.576923076923077
"MGP_C57BL6NJ_G0004178"	2735	0.49835466179159
"MGP_C57BL6NJ_G0004179"	770	0.55974025974026
"MGP_C57BL6NJ_G0004180"	391	0.506393861892583
"MGP_C57BL6NJ_G0004181"	1491	0.514419852448021
"MGP_C57BL6NJ_G0004182"	1255	0.508366533864542
"MGP_C57BL6NJ_G0004183"	2619	0.580374188621611
"MGP_C57BL6NJ_G0004184"	439	0.47380410022779
"MGP_C57BL6NJ_G0004185"	1433	0.527564549895325
"MGP_C57BL6NJ_G0004186"	1373	0.443554260742899
"MGP_C57BL6NJ_G0004187"	390	0.51025641025641
"MGP_C57BL6NJ_G0004188"	2074	0.578109932497589
"MGP_C57BL6NJ_G0004189"	687	0.459970887918486
"MGP_C57BL6NJ_G0004190"	987	0.618034447821682
"MGP_C57BL6NJ_G0004191"	2086	0.400767018216683
"MGP_C57BL6NJ_G0004192"	338	0.559171597633136
"MGP_C57BL6NJ_G0004193"	4752	0.398148148148148
"MGP_C57BL6NJ_G0004194"	478	0.418410041841004
"MGP_C57BL6NJ_G0004195"	2206	0.387579329102448
"MGP_C57BL6NJ_G0004196"	706	0.495750708215297
"MGP_C57BL6NJ_G0004197"	860	0.529069767441861
"MGP_C57BL6NJ_G0004198"	1549	0.433828276307295
"MGP_C57BL6NJ_G0004199"	268	0.470149253731343
"MGP_C57BL6NJ_G0004200"	481	0.461538461538462
"MGP_C57BL6NJ_G0004201"	1286	0.363919129082426
"MGP_C57BL6NJ_G0004202"	1113	0.501347708894879
"MGP_C57BL6NJ_G0004203"	405	0.503703703703704
"MGP_C57BL6NJ_G0004204"	2190	0.500456621004566
"MGP_C57BL6NJ_G0004205"	126	0.547619047619048
"MGP_C57BL6NJ_G0004206"	403	0.486352357320099
"MGP_C57BL6NJ_G0004207"	1291	0.527498063516654
"MGP_C57BL6NJ_G0004208"	1294	0.487635239567233
"MGP_C57BL6NJ_G0004209"	2172	0.453038674033149
"MGP_C57BL6NJ_G0004210"	4302	0.397954439795444
"MGP_C57BL6NJ_G0004211"	745	0.438926174496644
"MGP_C57BL6NJ_G0004212"	1126	0.402309058614565
"MGP_C57BL6NJ_G0004213"	764	0.456806282722513
"MGP_C57BL6NJ_G0004214"	367	0.452316076294278
"MGP_C57BL6NJ_G0004215"	508	0.415354330708661
"MGP_C57BL6NJ_G0004216"	1559	0.513790891597178
"MGP_C57BL6NJ_G0004217"	456	0.662280701754386
"MGP_C57BL6NJ_G0004218"	652	0.604294478527607
"MGP_C57BL6NJ_G0004219"	791	0.439949431099874
"MGP_C57BL6NJ_G0004220"	1661	0.54846478025286
"MGP_C57BL6NJ_G0004221"	338	0.428994082840237
"MGP_C57BL6NJ_G0004222"	1819	0.466739967014843
"MGP_C57BL6NJ_G0004223"	2567	0.373198285936891
"MGP_C57BL6NJ_G0004224"	835	0.435928143712575
"MGP_C57BL6NJ_G0004225"	783	0.40485312899106
"MGP_C57BL6NJ_G0004226"	2868	0.407252440725244
"MGP_C57BL6NJ_G0004227"	371	0.493261455525606
"MGP_C57BL6NJ_G0004228"	408	0.482843137254902
"MGP_C57BL6NJ_G0004229"	528	0.488636363636364
"MGP_C57BL6NJ_G0004230"	501	0.435129740518962
"MGP_C57BL6NJ_G0004231"	801	0.463171036204744
"MGP_C57BL6NJ_G0004232"	2393	0.561638111157543
"MGP_C57BL6NJ_G0004233"	791	0.470290771175727
"MGP_C57BL6NJ_G0004234"	1117	0.481647269471799
"MGP_C57BL6NJ_G0004235"	916	0.487991266375546
"MGP_C57BL6NJ_G0004236"	698	0.681948424068768
"MGP_C57BL6NJ_G0004237"	1556	0.412596401028278
"MGP_C57BL6NJ_G0004238"	876	0.46689497716895
"MGP_C57BL6NJ_G0004239"	3043	0.534669733815314
"MGP_C57BL6NJ_G0004240"	1637	0.536346976175932
"MGP_C57BL6NJ_G0004241"	1481	0.456448345712357
"MGP_C57BL6NJ_G0004242"	630	0.471428571428571
"MGP_C57BL6NJ_G0004243"	5491	0.458932799125842
"MGP_C57BL6NJ_G0004244"	586	0.457337883959044
"MGP_C57BL6NJ_G0004245"	662	0.542296072507553
"MGP_C57BL6NJ_G0004246"	951	0.473186119873817
"MGP_C57BL6NJ_G0004247"	537	0.441340782122905
"MGP_C57BL6NJ_G0004248"	511	0.418786692759295
"MGP_C57BL6NJ_G0004249"	636	0.433962264150943
"MGP_C57BL6NJ_G0004250"	594	0.64983164983165
"MGP_C57BL6NJ_G0004251"	817	0.511627906976744
"MGP_C57BL6NJ_G0004252"	769	0.520156046814044
"MGP_C57BL6NJ_G0004253"	1958	0.613891726251277
"MGP_C57BL6NJ_G0004254"	2260	0.511946902654867
"MGP_C57BL6NJ_G0004255"	775	0.538064516129032
"MGP_C57BL6NJ_G0004256"	707	0.578500707213578
"MGP_C57BL6NJ_G0004257"	1391	0.511143062544932
"MGP_C57BL6NJ_G0004258"	420	0.521428571428571
"MGP_C57BL6NJ_G0004259"	372	0.518817204301075
"MGP_C57BL6NJ_G0004260"	567	0.583774250440917
"MGP_C57BL6NJ_G0004261"	1247	0.548516439454691
"MGP_C57BL6NJ_G0004262"	346	0.531791907514451
"MGP_C57BL6NJ_G0004263"	1370	0.537956204379562
"MGP_C57BL6NJ_G0004264"	442	0.622171945701357
"MGP_C57BL6NJ_G0004265"	579	0.621761658031088
"MGP_C57BL6NJ_G0004266"	901	0.544950055493896
"MGP_C57BL6NJ_G0004267"	1599	0.462163852407755
"MGP_C57BL6NJ_G0004268"	347	0.484149855907781
"MGP_C57BL6NJ_G0004269"	337	0.507418397626113
"MGP_C57BL6NJ_G0004270"	3655	0.451983584131327
"MGP_C57BL6NJ_G0004271"	1123	0.438112199465717
"MGP_C57BL6NJ_G0004272"	748	0.601604278074866
"MGP_C57BL6NJ_G0004273"	1306	0.545176110260337
"MGP_C57BL6NJ_G0004274"	3004	0.571904127829561
"MGP_C57BL6NJ_G0004275"	3164	0.520227560050569
"MGP_C57BL6NJ_G0004276"	8073	0.552458813328379
"MGP_C57BL6NJ_G0004277"	631	0.450079239302694
"MGP_C57BL6NJ_G0004278"	432	0.511574074074074
"MGP_C57BL6NJ_G0004279"	1307	0.589135424636572
"MGP_C57BL6NJ_G0004280"	928	0.49676724137931
"MGP_C57BL6NJ_G0004281"	1580	0.521518987341772
"MGP_C57BL6NJ_G0004282"	685	0.44963503649635
"MGP_C57BL6NJ_G0004283"	634	0.55205047318612
"MGP_C57BL6NJ_G0004284"	334	0.541916167664671
"MGP_C57BL6NJ_G0004285"	817	0.484700122399021
"MGP_C57BL6NJ_G0004286"	778	0.415167095115681
"MGP_C57BL6NJ_G0004287"	1896	0.5042194092827
"MGP_C57BL6NJ_G0004288"	1117	0.520143240823635
"MGP_C57BL6NJ_G0004289"	789	0.49936628643853
"MGP_C57BL6NJ_G0004290"	976	0.522540983606557
"MGP_C57BL6NJ_G0004291"	801	0.569288389513109
"MGP_C57BL6NJ_G0004292"	3819	0.506415291961246
"MGP_C57BL6NJ_G0004293"	1618	0.519159456118665
"MGP_C57BL6NJ_G0004294"	565	0.525663716814159
"MGP_C57BL6NJ_G0004295"	726	0.450413223140496
"MGP_C57BL6NJ_G0004296"	376	0.590425531914894
"MGP_C57BL6NJ_G0004297"	439	0.637813211845103
"MGP_C57BL6NJ_G0004298"	525	0.571428571428571
"MGP_C57BL6NJ_G0004299"	882	0.443310657596372
"MGP_C57BL6NJ_G0004300"	607	0.522240527182867
"MGP_C57BL6NJ_G0004301"	1015	0.494581280788177
"MGP_C57BL6NJ_G0004302"	2615	0.505544933078394
"MGP_C57BL6NJ_G0004303"	657	0.467275494672755
"MGP_C57BL6NJ_G0004304"	515	0.444660194174757
"MGP_C57BL6NJ_G0004305"	486	0.430041152263374
"MGP_C57BL6NJ_G0004306"	506	0.58102766798419
"MGP_C57BL6NJ_G0004307"	735	0.605442176870748
"MGP_C57BL6NJ_G0004308"	1148	0.517421602787456
"MGP_C57BL6NJ_G0004309"	1433	0.468248429867411
"MGP_C57BL6NJ_G0004310"	2117	0.531884742560227
"MGP_C57BL6NJ_G0004311"	701	0.593437945791726
"MGP_C57BL6NJ_G0004312"	312	0.426282051282051
"MGP_C57BL6NJ_G0004313"	1271	0.488591660110149
"MGP_C57BL6NJ_G0004314"	573	0.565445026178011
"MGP_C57BL6NJ_G0004315"	705	0.495035460992908
"MGP_C57BL6NJ_G0004316"	1182	0.565143824027073
"MGP_C57BL6NJ_G0004317"	432	0.550925925925926
"MGP_C57BL6NJ_G0004318"	1737	0.486470926885435
"MGP_C57BL6NJ_G0004319"	300	0.516666666666667
"MGP_C57BL6NJ_G0004320"	205	0.526829268292683
"MGP_C57BL6NJ_G0004321"	1339	0.507094846900672
"MGP_C57BL6NJ_G0004322"	5332	0.570705176294073
"MGP_C57BL6NJ_G0004323"	701	0.490727532097004
"MGP_C57BL6NJ_G0004324"	1158	0.521588946459413
"MGP_C57BL6NJ_G0004325"	2253	0.45849977807368
"MGP_C57BL6NJ_G0004326"	868	0.503456221198157
"MGP_C57BL6NJ_G0004327"	401	0.473815461346633
"MGP_C57BL6NJ_G0004328"	1112	0.423561151079137
"MGP_C57BL6NJ_G0004329"	2098	0.46139180171592
"MGP_C57BL6NJ_G0004330"	1305	0.567816091954023
"MGP_C57BL6NJ_G0004331"	564	0.546099290780142
"MGP_C57BL6NJ_G0004332"	2583	0.48664343786295
"MGP_C57BL6NJ_G0004333"	2069	0.511841469308845
"MGP_C57BL6NJ_G0004334"	1477	0.45362220717671
"MGP_C57BL6NJ_G0004335"	544	0.520220588235294
"MGP_C57BL6NJ_G0004336"	4230	0.477068557919622
"MGP_C57BL6NJ_G0004337"	657	0.439878234398782
"MGP_C57BL6NJ_G0004338"	636	0.473270440251572
"MGP_C57BL6NJ_G0004339"	1491	0.515090543259557
"MGP_C57BL6NJ_G0004340"	582	0.481099656357388
"MGP_C57BL6NJ_G0004341"	607	0.484349258649094
"MGP_C57BL6NJ_G0004342"	741	0.443994601889339
"MGP_C57BL6NJ_G0004343"	503	0.437375745526839
"MGP_C57BL6NJ_G0004344"	5029	0.392722211175184
"MGP_C57BL6NJ_G0004345"	626	0.495207667731629
"MGP_C57BL6NJ_G0004346"	616	0.425324675324675
"MGP_C57BL6NJ_G0004347"	3058	0.457488554610857
"MGP_C57BL6NJ_G0004348"	5640	0.393971631205674
"MGP_C57BL6NJ_G0004349"	601	0.386023294509151
"MGP_C57BL6NJ_G0004350"	1707	0.395430579964851
"MGP_C57BL6NJ_G0004351"	2215	0.393227990970655
"MGP_C57BL6NJ_G0004352"	524	0.471374045801527
"MGP_C57BL6NJ_G0004353"	2013	0.477893691008445
"MGP_C57BL6NJ_G0004354"	190	0.468421052631579
"MGP_C57BL6NJ_G0004355"	1487	0.547410894418292
"MGP_C57BL6NJ_G0004356"	492	0.477642276422764
"MGP_C57BL6NJ_G0004357"	352	0.494318181818182
"MGP_C57BL6NJ_G0004358"	681	0.465491923641703
"MGP_C57BL6NJ_G0004359"	403	0.513647642679901
"MGP_C57BL6NJ_G0004360"	2044	0.450587084148728
"MGP_C57BL6NJ_G0004361"	1977	0.454729387961558
"MGP_C57BL6NJ_G0004362"	3261	0.446488807114382
"MGP_C57BL6NJ_G0004363"	1742	0.44316877152698
"MGP_C57BL6NJ_G0004364"	1647	0.477231329690346
"MGP_C57BL6NJ_G0004365"	235	0.451063829787234
"MGP_C57BL6NJ_G0004366"	371	0.533692722371968
"MGP_C57BL6NJ_G0004367"	906	0.408388520971302
"MGP_C57BL6NJ_G0004368"	2325	0.476989247311828
"MGP_C57BL6NJ_G0004369"	915	0.500546448087432
"MGP_C57BL6NJ_G0004370"	880	0.534090909090909
"MGP_C57BL6NJ_G0004371"	1141	0.595968448729185
"MGP_C57BL6NJ_G0004372"	388	0.56701030927835
"MGP_C57BL6NJ_G0004373"	440	0.663636363636364
"MGP_C57BL6NJ_G0004374"	4363	0.480632592253037
"MGP_C57BL6NJ_G0004375"	298	0.419463087248322
"MGP_C57BL6NJ_G0004376"	3444	0.448606271777003
"MGP_C57BL6NJ_G0004377"	2398	0.423269391159299
"MGP_C57BL6NJ_G0004378"	542	0.61070110701107
"MGP_C57BL6NJ_G0004379"	3738	0.399143927233815
"MGP_C57BL6NJ_G0004380"	767	0.535853976531943
"MGP_C57BL6NJ_G0004381"	628	0.485668789808917
"MGP_C57BL6NJ_G0004382"	1007	0.48857994041708
"MGP_C57BL6NJ_G0004383"	1025	0.568780487804878
"MGP_C57BL6NJ_G0004384"	552	0.432971014492754
"MGP_C57BL6NJ_G0004385"	2889	0.465905157493943
"MGP_C57BL6NJ_G0004386"	2015	0.485856079404467
"MGP_C57BL6NJ_G0004387"	3017	0.519721577726218
"MGP_C57BL6NJ_G0004388"	2065	0.477966101694915
"MGP_C57BL6NJ_G0004389"	1996	0.435871743486974
"MGP_C57BL6NJ_G0004390"	2088	0.453065134099617
"MGP_C57BL6NJ_G0004391"	373	0.605898123324397
"MGP_C57BL6NJ_G0004392"	429	0.496503496503497
"MGP_C57BL6NJ_G0004393"	593	0.401349072512648
"MGP_C57BL6NJ_G0004394"	3000	0.388
"MGP_C57BL6NJ_G0004395"	448	0.397321428571429
"MGP_C57BL6NJ_G0004396"	816	0.468137254901961
"MGP_C57BL6NJ_G0004397"	423	0.463356973995272
"MGP_C57BL6NJ_G0004398"	647	0.387944358578053
"MGP_C57BL6NJ_G0004399"	541	0.44177449168207
"MGP_C57BL6NJ_G0004400"	1719	0.516579406631763
"MGP_C57BL6NJ_G0004401"	1670	0.447305389221557
"MGP_C57BL6NJ_G0004402"	963	0.59086188992731
